Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3146770104,3660476459,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7168999670,8528593421,9537297723,10432619325,11513472786,11618286652,12552071488,13617405297,14195623343,14949514493,15913363441,16504795593,17196009811,18528955525,19948261084,22602721765,26743972564,30612927059,30562361123,37268614024,42262697840,46473128286,49745088112,50577769838,54775994479,57157992434,58174549218,60130106116,..
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,3893839190,4662053708,6265067858,7900524898,9142935858,10175615442,8432588484,7567109767,6838185419,6841638715,6977650069,9158302205,10087653189,10255170460,9757410614,10795850107,10492628915,11152971316,11045759469,8313557450,11000146839,12139234939,11722142706,12612033729,12376639823,10717022463,11192560827,12346919216,15306602560,16554441847,17084928927,17800887796,20343635320,24224903100,24277493862,24884505035,25381616734,26790579775,31264187110,35316491207,33131114322,35296977344,38053606751,43007047822,..
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22417450486,23710279342,23854803104,25467053259,23400480898,21669159308,23179799796,26815719603,34686547353,41594418574,45386757883,50454899071,60182977533,70288911413,62666161453,59807966533,62354235671,56494436183,58056951042,57642879510,49530656285,51596929180,55319620158,60971699315,..
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,1.00023E+11,..
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3038699609,3131096089,3147616201,3158406034,3151910782,3122287933,3116610112,3127908038,..
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25732432719,27565469098,24978513427,23900872626,23128114787,19779150116,20890936462,22638608224,24961988663,..
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40477403220,29675502270,34590052812,40614350197,47554674591,59775697061,66985765439,61792161168,66490372105,64867483193,61649492817,67523642262,81910771994,99627140274,1.19162E+11,1.36281E+11,1.55464E+11,1.89227E+11,2.35719E+11,2.0618E+11,2.07478E+11,2.27948E+11,2.07376E+11,2.09402E+11,2.07818E+11,1.8683E+11,1.9509E+11,2.15914E+11,2.45226E+11,..
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,40474406216,44575892473,49784338519,60362931854,70366241969,71127528700,61877813965,60412844679,60644782176,59105236854,62658568287,88078760104,1.09414E+11,1.15553E+11,1.12409E+11,1.38247E+11,1.39225E+11,1.52916E+11,1.43196E+11,1.56162E+11,1.85007E+11,1.87632E+11,1.73538E+11,1.76992E+11,1.77965E+11,1.64159E+11,1.64791E+11,1.78635E+11,2.18096E+11,2.51373E+11,2.64467E+11,2.82885E+11,3.19423E+11,3.53361E+11,3.21241E+11,3.21995E+11,3.44003E+11,3.27149E+11,3.43584E+11,3.52994E+11,3.02673E+11,3.13116E+11,3.29417E+11,3.55675E+11,..
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,340989528,..,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2216200810,2445484583,2618587757,2766868072,2955912228,..
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,..,..,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201428730,219763222.2,234058259.3,245527592.6,264375666.7,274522148.1,292286000,302989185.2,322409851.9,331759000,333468888.9,340205074.1,333195185.2,343310666.7,367199111.1,364255074.1,390250148.1,421375851.9,458190185.2,489074333.3,493824407.4,501025296.3,485998000,498296296.3,520207407.4,540737037,576229629.6,519837037,550892592.6,..
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044592945,6122198120,5826987099,5374314928,6686593060,7073675545,9734321854,11356271336,13081042400,14664237667,16598679279,18241691857,20017908829,21672526563,22137599986,24305116729,25599311449,27362875603,21642882856,22692574473,36119047252,38116351526,43965459070,48122601589,48261079523,53860187453,58029773801,60681535893,62682158701,67179956264,71164826721,75704647977,79998045976,85555390387,..
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,6.36007E+11,6.93595E+11,7.75122E+11,8.58604E+11,1.04432E+12,1.29719E+12,1.44633E+12,1.37884E+12,1.39128E+12,1.37981E+12,1.41485E+12,1.42544E+12,1.4314E+12,1.52527E+12,1.55012E+12,1.8192E+12,1.92709E+12,2.11489E+12,2.31607E+12,2.42866E+12,2.49428E+12,2.71654E+12,2.90528E+12,2.87133E+12,3.03848E+12,3.29546E+12,3.26321E+12,3.16881E+12,3.5249E+12,4.09479E+12,4.77363E+12,5.47117E+12,6.4876E+12,7.3083E+12,7.03785E+12,8.55482E+12,9.59345E+12,1.00585E+13,1.02425E+13,1.05967E+13,1.02817E+13,1.05176E+13,1.13762E+13,1.16389E+13,..
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,9.33845E+11,1.02663E+12,1.2238E+12,1.54464E+12,1.67722E+12,1.81257E+12,1.99813E+12,1.95796E+12,2.08402E+12,2.23247E+12,2.35611E+12,3.07978E+12,3.61666E+12,4.35154E+12,4.53121E+12,4.73207E+12,5.34283E+12,5.83746E+12,6.52876E+12,7.30093E+12,8.2958E+12,7.99207E+12,7.64704E+12,6.85649E+12,7.6554E+12,8.28051E+12,7.70142E+12,7.82361E+12,8.60128E+12,9.64545E+12,1.02911E+13,1.09134E+13,1.22061E+13,1.40959E+13,1.45223E+13,1.69301E+13,1.96263E+13,2.10043E+13,2.1241E+13,2.18787E+13,2.17601E+13,2.2462E+13,2.39316E+13,2.59414E+13,..
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2.46946E+11,2.50652E+11,2.89648E+11,2.8041E+11,3.24804E+11,3.74774E+11,3.99923E+11,4.19719E+11,4.40423E+11,4.78106E+11,5.23959E+11,5.22476E+11,5.16031E+11,5.72344E+11,6.18577E+11,6.62973E+11,7.19507E+11,8.06283E+11,8.8517E+11,1.06479E+12,1.31422E+12,1.50952E+12,1.56356E+12,1.43306E+12,1.57638E+12,1.73511E+12,1.84611E+12,2.04324E+12,2.31268E+12,2.68148E+12,3.10573E+12,3.74011E+12,4.72858E+12,5.98389E+12,6.48826E+12,7.86586E+12,9.61014E+12,1.07158E+13,1.18235E+13,1.27114E+13,1.32266E+13,1.34616E+13,1.46502E+13,1.62834E+13,..
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2.46437E+11,2.50135E+11,2.89051E+11,2.79832E+11,3.24134E+11,3.74001E+11,3.99098E+11,4.18853E+11,4.39515E+11,4.7712E+11,5.22878E+11,5.21399E+11,5.14967E+11,5.71164E+11,6.17302E+11,6.61606E+11,7.18023E+11,8.04621E+11,8.83345E+11,1.0626E+12,1.31151E+12,1.50641E+12,1.56034E+12,1.43011E+12,1.57313E+12,1.73153E+12,1.84231E+12,2.03902E+12,2.30793E+12,2.67605E+12,3.09953E+12,3.73272E+12,4.7193E+12,5.97219E+12,6.47547E+12,7.85057E+12,9.59156E+12,1.0695E+13,1.18007E+13,1.2687E+13,1.32012E+13,1.34357E+13,1.46221E+13,1.62522E+13,..
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11,..
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,11632178869,13315988083,14400806876,14811704063,18020571429,21669908177,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,1.07484E+11,1.30479E+11,1.62818E+11,1.88982E+11,2.18888E+11,2.36002E+11,2.79373E+11,2.88586E+11,3.0553E+11,3.32698E+11,3.32928E+11,2.35369E+11,2.50895E+11,..
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986890000,17601620000,18448000000,20284000000,21386000000,21991000000,22593000000,23438000000,24154000000,24928000000,26057000000,..
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,104295643.4,103653049.9,103987520.1,..,..,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314442183,21357344847,22388345810,21948835350,21765454404,13185496836,11240809132,12200914930,13278488567,..
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,..,..,..,..,..,..,..,..
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4006982535,4116735207,4497823918,4780169853,5147711226,5665917232,5762048126,5694069842,6259258258,7372457191,9877636518,12144397516,14098326328,17012321791,22445582946,24371299985,19744110447,19685033799,23394843529,23192709239,25271407239,26773472962,23048864243,23996451498,26792757827,30732144529,..
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,288302907.4,272539098.4,304047838.1,340616375.3,412093133.8,542000513.6,571542674.6,537575980.8,555336145.8,494475699.9,361014890.5,449146608.3,584135559.9,692016714.3,696915430.7,1114703088,1156141998,1284766234,1357206996,1419293455,1698982438,1602760100,1716699913,1576904292,1547884442,1738100848,1542477355,1432228173,2197612761,2770082815,3178126548,3291353813,3469363931,3294093360,3580417157,4438778554,4820499498,4886658800,4597702898,4422304977,4073390988,3840677845,4446248678,4710618472,..
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,64589334979,74296618481,81760441159,84355604753,..
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1.50257E+12,1.5681E+12,1.78366E+12,2.18419E+12,2.64585E+12,2.96332E+12,2.57536E+12,2.49344E+12,2.43253E+12,2.33329E+12,2.3971E+12,3.36419E+12,4.16102E+12,4.57628E+12,4.6745E+12,5.88298E+12,6.11085E+12,6.74048E+12,6.16911E+12,6.51304E+12,7.51623E+12,7.60529E+12,6.95229E+12,7.14909E+12,7.11397E+12,6.47974E+12,6.59069E+12,7.16637E+12,8.84289E+12,1.01414E+13,1.05191E+13,1.11743E+13,1.28623E+13,1.4099E+13,1.28856E+13,1.26282E+13,1.36224E+13,1.26389E+13,1.31895E+13,1.34901E+13,1.16723E+13,1.19652E+13,1.26223E+13,1.36466E+13,..
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2.31112E+12,2.40285E+12,2.71819E+12,3.33226E+12,4.06504E+12,4.59567E+12,4.09008E+12,3.94134E+12,3.82348E+12,3.67484E+12,3.803E+12,5.19059E+12,6.41389E+12,7.13964E+12,7.23512E+12,8.85123E+12,9.12747E+12,9.78834E+12,8.99066E+12,9.40067E+12,1.08542E+13,1.10759E+13,1.0507E+13,1.07774E+13,1.06555E+13,1.00286E+13,1.01387E+13,1.10836E+13,1.34936E+13,1.57298E+13,1.6749E+13,1.81382E+13,2.11925E+13,2.32651E+13,2.04641E+13,2.09591E+13,2.32457E+13,2.24062E+13,2.34168E+13,2.37334E+13,2.04461E+13,2.0384E+13,2.15518E+13,2.30688E+13,..
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,9.03987E+11,8.77635E+11,9.32751E+11,9.00701E+11,8.28516E+11,8.1404E+11,7.06842E+11,7.60356E+11,7.66131E+11,7.96162E+11,7.46548E+11,6.26844E+11,6.97944E+11,6.93216E+11,7.93295E+11,9.99962E+11,1.32494E+12,1.68078E+12,2.06364E+12,2.67281E+12,3.31074E+12,2.60332E+12,3.10632E+12,3.8432E+12,4.07052E+12,4.32734E+12,4.03728E+12,3.08965E+12,2.96106E+12,3.32377E+12,3.41106E+12,..
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,9.89048E+11,9.60216E+11,1.02052E+12,1.00836E+12,9.44046E+11,9.3108E+11,8.37286E+11,9.24763E+11,9.49693E+11,9.79014E+11,9.4638E+11,8.20024E+11,8.91499E+11,9.06917E+11,1.01879E+12,1.25216E+12,1.62164E+12,2.03229E+12,2.45885E+12,3.16205E+12,3.91485E+12,3.10579E+12,3.64545E+12,4.43438E+12,4.62738E+12,4.90963E+12,4.64032E+12,3.61676E+12,3.48468E+12,3.90531E+12,4.0577E+12,..
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1.69066E+12,1.76981E+12,2.00468E+12,2.44253E+12,2.95265E+12,3.30293E+12,2.87971E+12,2.7772E+12,2.70195E+12,2.60321E+12,2.67746E+12,3.74385E+12,4.63104E+12,5.08401E+12,5.19335E+12,6.49817E+12,6.73012E+12,7.39846E+12,6.75567E+12,7.15707E+12,8.29369E+12,8.4291E+12,7.73106E+12,7.96669E+12,7.92077E+12,7.25806E+12,7.38594E+12,8.0477E+12,9.90917E+12,1.13961E+13,1.19022E+13,1.26998E+13,1.47071E+13,1.62344E+13,1.47074E+13,1.45401E+13,1.57403E+13,1.46345E+13,1.52913E+13,1.56312E+13,1.35452E+13,1.3882E+13,1.47011E+13,1.59128E+13,..
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1107882641,1120280382,1058702725,1147654635,1262669892,1494011567,1688237552,1727792693,1984445416,2290133549,2432415998,2268387771,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2689157271,..,..,..
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774530616,3972012571,4190143206,4856963230,4682546863,4930204220,5353404419,5536759659,..
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,29472623727,31849514233,33499799174,36256160722,44465255381,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,1.09059E+11,1.19012E+11,1.41438E+11,1.27774E+11,1.12533E+11,89214114708,1.033E+11,1.3419E+11,1.32129E+11,1.26912E+11,1.34039E+11,1.35218E+11,1.25707E+11,1.29421E+11,1.39738E+11,1.71274E+11,1.97117E+11,2.04809E+11,2.16908E+11,2.56053E+11,2.84554E+11,2.52497E+11,2.49181E+11,2.75244E+11,2.58305E+11,2.71285E+11,2.74497E+11,2.34585E+11,2.4057E+11,2.54435E+11,2.76743E+11,..
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,76778016639,90511186524,99277668069,1.094E+11,1.37605E+11,1.71856E+11,2.40176E+11,2.29525E+11,1.93248E+11,1.73424E+11,1.77085E+11,1.66146E+11,1.66959E+11,1.76798E+11,1.61984E+11,2.54447E+11,2.63329E+11,2.62915E+11,2.44251E+11,2.35424E+11,2.73025E+11,2.81921E+11,3.14721E+11,3.16215E+11,3.41936E+11,4.00831E+11,3.96645E+11,3.80162E+11,4.04899E+11,5.04429E+11,6.32092E+11,7.87853E+11,9.59679E+11,1.23883E+12,1.17016E+12,1.4116E+12,1.43537E+12,1.65793E+12,1.74101E+12,1.91793E+12,1.69853E+12,1.55419E+12,1.62161E+12,1.64882E+12,..
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,3.60832E+11,3.72319E+11,4.10279E+11,5.06708E+11,6.13953E+11,7.01288E+11,6.15552E+11,5.84878E+11,5.59869E+11,5.30684E+11,5.53138E+11,7.71471E+11,9.34173E+11,1.01885E+12,1.02521E+12,1.26918E+12,1.26928E+12,1.40147E+12,1.32282E+12,1.39398E+12,1.60109E+12,1.60568E+12,1.45288E+12,1.50311E+12,1.49265E+12,1.36225E+12,1.37647E+12,1.49429E+12,1.84048E+12,2.11574E+12,2.19613E+12,2.31859E+12,2.65721E+12,2.91838E+12,2.69022E+12,2.64261E+12,2.86141E+12,2.68383E+12,2.81108E+12,2.85217E+12,2.43821E+12,2.47129E+12,2.58629E+12,2.77754E+12,..
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,690319754.9,732286143.3,793193187.4,1005573294,1215031775,1362151524,1279972866,1286462643,1335895286,1378991403,1507230779,2301514717,2543199148,2687472830,2636461517,3181206305,3267367610,3558215110,3694600400,3522272321,3982374846,3954696874,3567062512,3775160797,3797016069,3447543138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5067865321,5018874179,5310381151,6497305662,7756293575,9578973591,10318424464,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590745162,18179752010,14377324798,14014369642,14892609693,16853589311,..
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,961900106.9,1027702254,1054113427,1279704745,1561763437,1450140386,1543292393,1409694554,1415006238,1375608956,1229460602,1378176868,1467255923,1504954958,1632823199,..
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094935187,3510520231,3613498175,2800026339,3057475289,3219488664,3395728014,3991284895,5125365192,6410823633,7745394293,10172882371,12795076469,10766836277,12243505583,15107441447,16488403076,17189491403,17627060089,14953950557,15141758567,16242956764,17599660629,..
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,4.90637E+11,5.19754E+11,6.00498E+11,7.4047E+11,8.81345E+11,9.50291E+11,8.00472E+11,7.76576E+11,7.70684E+11,7.25111E+11,7.32535E+11,1.04626E+12,1.29818E+12,1.40123E+12,1.39897E+12,1.77167E+12,1.86895E+12,2.13157E+12,2.07132E+12,2.20507E+12,2.58579E+12,2.49724E+12,2.21199E+12,2.23899E+12,2.1942E+12,1.94315E+12,1.94411E+12,2.06862E+12,2.49613E+12,2.80919E+12,2.8458E+12,2.9922E+12,3.42123E+12,3.73003E+12,3.39779E+12,3.39635E+12,3.74441E+12,3.52734E+12,3.73274E+12,3.88392E+12,3.36055E+12,3.46679E+12,3.65675E+12,3.94762E+12,..
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5727602645,5074829932,5197840979,5251764264,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216929,53601126664,49181854798,55009730600,58996776238,65556464048,..
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42541E+11,1.30134E+11,1.36191E+11,1.53831E+11,2.01924E+11,2.40521E+11,2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.99362E+11,2.87798E+11,2.45671E+11,2.39862E+11,2.3703E+11,1.96591E+11,1.95222E+11,2.03086E+11,2.18032E+11,..
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,..,..,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,..,..,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,1185925926,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3385000000,3560000000,3857000000,4197000000,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5795000000,5851000000,5920000000,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18702802522,20776403774,21917430694,23965275794,27211377107,30231249625,34113107372,39136436614,37733609795,41338008613,47654783852,50388460925,53851153447,58722323918,63767597194,68663649522,75620081928,78460447920,..
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588376057,3461282294,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,4220019243,6281917656,6964179194,6716904569,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8603833218,10324668267,10907214994,..
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,370173838.7,392278168.2,415843482,476388260.6,531109356.2,586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,849050127.5,1098379392,989327811.8,1045790133,1053512334,1047808175,1178204501,1346841897,1458156026,..
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,1458453715,1740180444,1916994912,2061323854,2273225042,2576024116,2861562266,2987684170,3077643314,3197220339,3504024213,3555205811,3878662621,..
